,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
200,2022-11-09 12:10:33,see aboki sorting for dollars inside first bank akowonjo branchinstead of helping customers do their business and go they are busy doing illegal business inside banking hall very bad,0,First Bank,0.5,-0.26499999999999996,Negative
201,2022-11-09 12:10:13,boss abeg help me i want to get a new small tiger generator for my own shopi learnt how to barb  first bank dera p nnabuo,0,First Bank,0.546969696969697,0.18409090909090908,Positive
202,2022-11-09 12:09:50,we day boss  first bank paul otsumah,0,First Bank,0.3333333333333333,0.25,Positive
203,2022-11-09 12:09:37,first bank,0,First Bank,0.3333333333333333,0.25,Positive
204,2022-11-09 12:09:37,boss dont forget me too  first bank emmanuel,0,First Bank,0.3333333333333333,0.25,Positive
207,2022-11-09 12:09:28,first bank,0,First Bank,0.3333333333333333,0.25,Positive
208,2022-11-09 12:09:22,sanusi sherif sanjo  first bank,0,First Bank,0.3333333333333333,0.25,Positive
209,2022-11-09 12:09:16,sporting king  first bank,0,First Bank,0.3333333333333333,0.25,Positive
210,2022-11-09 12:09:13,hi  we sincerely apologize for any inconvenience caused kindly provide your account number amount and date of debit via dm to enable us advise,0,First Bank,0.7,0.55,Positive
211,2022-11-09 12:09:12,ill use it to complete my school fees   sir please pick me this time  ive been trying thank you  first bank,0,First Bank,0.5777777777777777,-0.05000000000000001,Negative
212,2022-11-09 12:09:11,bro am done   pls help me  first bank,0,First Bank,0.3333333333333333,0.25,Positive
213,2022-11-09 12:09:01,firstbank,0,First Bank,0.0,0.0,Neutral
217,2022-11-09 12:08:15,boss  first bank emmanuel,0,First Bank,0.3333333333333333,0.25,Positive
219,2022-11-09 12:07:18,i want to pay off my child school fees ejelonu sylvester ndubuisi  first bank,0,First Bank,0.3333333333333333,0.25,Positive
221,2022-11-09 12:06:57,help ask  am ooooo but always boss send  samuel balogun firstbank  thanks  signed management,0,First Bank,0.2,0.2,Positive
222,2022-11-09 12:06:47,first bank,0,First Bank,0.3333333333333333,0.25,Positive
223,2022-11-09 12:06:35,oya na even if i dont win  u did an amazing thing congratulations once again  sportking  i want to win   first bank,0,First Bank,0.5083333333333334,0.6125,Positive
224,2022-11-09 12:06:20,first bank thank you boss,0,First Bank,0.3333333333333333,0.25,Positive
225,2022-11-09 12:06:08,just here to make bigger bags with you     firstbank,0,First Bank,0.5,0.0,Neutral
227,2022-11-09 12:05:48,boss abeg bless me patrick uche ihenacho first bank account number,0,First Bank,0.3333333333333333,0.25,Positive
228,2022-11-09 12:05:45,i have done all you asked and even sent the details of my support to your secretary like you instructed but i havent received anything yet sir please help me here my account  first bank god bless you,1,First Bank,0.3333333333333333,0.25,Positive
230,2022-11-09 12:05:38,sportingking   first bank,0,First Bank,0.3333333333333333,0.25,Positive
231,2022-11-09 12:05:23,first bank,0,First Bank,0.3333333333333333,0.25,Positive
232,2022-11-09 12:05:23,sir hunger won kill me sapa dey hit me bad i really need help sir u never credit me plz  first bank,0,First Bank,0.39999999999999997,-0.08333333333333327,Negative
233,2022-11-09 12:05:17,k will go a long way sir first bank account  dina odunitan,0,First Bank,0.3666666666666667,0.1,Positive
234,2022-11-09 12:05:12,how to check account balance on first bank online without atm,0,First Bank,0.3333333333333333,0.25,Positive
236,2022-11-09 12:05:04,location  lagos state university of education  epe campus  registration  k accomodation k    all payments should be made to   district   first bank     send your registration receipt to,0,First Bank,0.3333333333333333,0.25,Positive
237,2022-11-09 12:04:48,anything wey go carry you enter first  bank abeg avoid am,3,First Bank,0.3333333333333333,0.25,Positive
238,2022-11-09 12:04:39,samuel balogun firstbank,0,First Bank,0.0,0.0,Neutral
239,2022-11-09 12:04:33,hello  kindly check your dm for our response,0,First Bank,0.9,0.6,Positive
240,2022-11-09 12:04:19,sportingking and  first bank,0,First Bank,0.3333333333333333,0.25,Positive
241,2022-11-09 12:04:01,kile patricia george  first bank thank you  may god bless the giver,0,First Bank,0.3333333333333333,0.25,Positive
243,2022-11-09 12:03:41,sportingking   first bank izunna eze  thanks my boss,0,First Bank,0.26666666666666666,0.225,Positive
245,2022-11-09 12:03:20,k will help me to fix my laptop for my editing work sir im a video editor but my system has been malfunctioning   first bank emmanuel okonkwo,2,First Bank,0.3333333333333333,0.25,Positive
246,2022-11-09 12:03:15,hello  please check your dm for our response,0,First Bank,0.0,0.0,Neutral
247,2022-11-09 12:03:00,first bank,0,First Bank,0.3333333333333333,0.25,Positive
248,2022-11-09 12:02:54,first bank erondu bethel,0,First Bank,0.3333333333333333,0.25,Positive
249,2022-11-09 12:02:41,first bank,0,First Bank,0.3333333333333333,0.25,Positive
250,2022-11-09 12:02:18,i am pleased to share a publication that i authored for   the world first bank alternative linked to a web wallet  fluid based in switzerland is on a mission to make money work harder for users and are expanding rapidly globally  link,6,First Bank,0.2866666666666667,0.13,Positive
251,2022-11-09 12:02:17,first bank god bless,0,First Bank,0.3333333333333333,0.25,Positive
253,2022-11-09 12:01:52,patrick uche ihenacho first bank account number  thanks,0,First Bank,0.26666666666666666,0.225,Positive
256,2022-11-09 12:01:13,hi  kindly check your dm for our response,1,First Bank,0.9,0.6,Positive
258,2022-11-09 12:00:56,ive never been so lucky    first bank mustapha abayomi,0,First Bank,0.5833333333333334,0.29166666666666663,Positive
259,2022-11-09 12:00:14,god please let me be favoured  i need money to boost my business before it crashes  first bank ajayi oluwadamilola,0,First Bank,0.3333333333333333,0.25,Positive
260,2022-11-09 12:00:08,hello  please check your dm for our response,1,First Bank,0.0,0.0,Neutral
261,2022-11-09 12:00:02,acct name abass olalekan lateef acct number  first bank thanks nd i wait in anticipation dat u will bless me wit an alert dis timeplease let it be my first time of winning despite am always applyed for iti hope dis time it will b different,0,First Bank,0.44333333333333336,0.24,Positive
263,2022-11-09 11:59:43,first bank,0,First Bank,0.3333333333333333,0.25,Positive
264,2022-11-09 11:59:36,first bank,0,First Bank,0.3333333333333333,0.25,Positive
265,2022-11-09 11:59:05,first bank,0,First Bank,0.3333333333333333,0.25,Positive
267,2022-11-09 11:58:43,chief priest  first bank account,0,First Bank,0.3333333333333333,0.25,Positive
268,2022-11-09 11:58:37,sportingking  truly youre the king    firstbank,0,First Bank,0.0,0.0,Neutral
269,2022-11-09 11:58:34,first bank etta vitalis pls pls dont pass me by have been following u since midnight,1,First Bank,0.21666666666666667,0.125,Positive
270,2022-11-09 11:58:13,sberbanks austrian unit is first bank to fail after sanctions on moscow,0,First Bank,0.31666666666666665,-0.125,Negative
271,2022-11-09 11:58:13,weve responded to you on your registered email address,0,First Bank,0.0,0.0,Neutral
272,2022-11-09 11:58:10,mouth dry oo sapa dey hit me bad help me with any amount  first bank,0,First Bank,0.5333333333333333,-0.17222222222222217,Negative
273,2022-11-09 11:57:54,first bank  sir i really need your assistance,0,First Bank,0.26666666666666666,0.225,Positive
274,2022-11-09 11:57:40,first bank account,0,First Bank,0.3333333333333333,0.25,Positive
275,2022-11-09 11:56:59,i need to pay my sister school fees in college of education  first bank,0,First Bank,0.3333333333333333,0.25,Positive
276,2022-11-09 11:56:59,first bank oyinloye ademola isaac,0,First Bank,0.3333333333333333,0.25,Positive
277,2022-11-09 11:56:57,bless me boss got something important coming up please have mercy firstbank  god bless,0,First Bank,1.0,0.4,Positive
279,2022-11-09 11:56:52,first bank okoma precious,0,First Bank,0.6666666666666666,0.375,Positive
281,2022-11-09 11:56:33,abeg boss look my wayhave never received before  first bank,0,First Bank,0.3333333333333333,0.25,Positive
282,2022-11-09 11:56:33,hi  we sincerely apologize for any inconvenience caused kindly provide your account number via dm to enable us advise,3,First Bank,0.7,0.55,Positive
284,2022-11-09 11:56:16,following  notification on   first bank  i really need it boss for transport to go to work tomorrow and next,0,First Bank,0.15833333333333333,0.1125,Positive
285,2022-11-09 11:55:41,first bank  temitope johnson,1,First Bank,0.3333333333333333,0.25,Positive
287,2022-11-09 11:55:27,first bank may god bless you sir,1,First Bank,0.3333333333333333,0.25,Positive
288,2022-11-09 11:55:20,first bank,0,First Bank,0.3333333333333333,0.25,Positive
289,2022-11-09 11:55:14,first bank,0,First Bank,0.3333333333333333,0.25,Positive
290,2022-11-09 11:55:12,first bank  i need k,0,First Bank,0.3333333333333333,0.25,Positive
291,2022-11-09 11:55:11,first bank  thank you sir,0,First Bank,0.3333333333333333,0.25,Positive
292,2022-11-09 11:54:16,hi  please refer to your dm for our response,4,First Bank,0.0,0.0,Neutral
293,2022-11-09 11:54:16,i will first pay my hostel money k and manage d rest with foodstuffs country hard abeg hunger won kill me for sch no support  first bank abdullateef aisha abio,0,First Bank,0.40277777777777773,0.06944444444444443,Positive
294,2022-11-09 11:54:13,leslie temidayo victor firstbank  god abeg  im a student not yet a salary earner boss,0,First Bank,0.0,0.0,Neutral
296,2022-11-09 11:53:57,first bank,0,First Bank,0.3333333333333333,0.25,Positive
297,2022-11-09 11:53:47,first bankmy destiny helper thank you,0,First Bank,0.3333333333333333,0.25,Positive
298,2022-11-09 11:53:38,further to our conversation we are working on the concern raised by you and we will stay in touch with you to keep you updated,0,First Bank,0.5,0.0,Neutral
301,2022-11-09 11:52:56,ikeh ositadinma dorcas first bank  thanks alot,0,First Bank,0.26666666666666666,0.225,Positive
302,2022-11-09 11:52:39,first bank pls boss pick me this time i want to do december work sir i want to get my weathering tool sir and want to do my freedom before this month runs out sir  first bank,0,First Bank,0.3333333333333333,0.25,Positive
303,2022-11-09 11:52:19,hello  we apologize for the inconvenience this might have caused kindly check your dm for our response,3,First Bank,0.9,0.6,Positive
304,2022-11-09 11:52:05,first bank,0,First Bank,0.3333333333333333,0.25,Positive
305,2022-11-09 11:51:59,first bank adesina joel oluwaseyi,0,First Bank,0.3333333333333333,0.25,Positive
307,2022-11-09 11:51:15,our locations agege suite b primaltek plaza pen cinema ikeja b akin osiyemi street first bank bus stop allen avenue lagos island suite  block a sura complex simpson street weekday amp weekend classes are available,2,First Bank,0.37777777777777777,0.11666666666666668,Positive
309,2022-11-09 11:51:06,first bank,0,First Bank,0.3333333333333333,0.25,Positive
310,2022-11-09 11:51:03,me bro  thanks  elendu chukwudi kenneth first bank,0,First Bank,0.26666666666666666,0.225,Positive
311,2022-11-09 11:50:10,first bank  fasusi yetunde,0,First Bank,0.3333333333333333,0.25,Positive
312,2022-11-09 11:49:52,first bank,0,First Bank,0.3333333333333333,0.25,Positive
314,2022-11-09 11:49:28,boss   amuda damilare first bank,0,First Bank,0.3333333333333333,0.25,Positive
315,2022-11-09 11:49:11,hello  our sincere apologies for this experience you are at the heart of our business we will address this and continue to provide you with premium service kindly provide your account number via dm to enable us engage them,0,First Bank,0.7,0.55,Positive
316,2022-11-09 11:49:04,kindly tell them to send a dm or call the numbers on the flyer before the th of november  to support this project kindly donate to  shalom sickle cell foundation   first bank  we look forward to your immense support to make this a success,1,First Bank,0.6266666666666667,0.35,Positive
317,2022-11-09 11:48:54,please first bank do the needful to help me out,0,First Bank,0.3333333333333333,0.25,Positive
319,2022-11-09 11:48:31,okthank you so muchesther ovie  first bank,2,First Bank,0.3333333333333333,0.25,Positive
320,2022-11-09 11:48:29,this go be first time i collect give away jessie firstbank please do make i check whether my luck still dey shine,0,First Bank,0.3333333333333333,0.25,Positive
321,2022-11-09 11:48:25,first bank emmanuel,0,First Bank,0.3333333333333333,0.25,Positive
323,2022-11-09 11:48:12,number  act name peter adeodatus boman acct number  bank first bank,0,First Bank,0.3333333333333333,0.25,Positive
324,2022-11-09 11:48:05,first bank  titilope awobajo,0,First Bank,0.3333333333333333,0.25,Positive
326,2022-11-09 11:48:01,sporting king   first bank,0,First Bank,0.3333333333333333,0.25,Positive
327,2022-11-09 11:48:00,joseph happy   first bank,0,First Bank,0.6666666666666666,0.525,Positive
329,2022-11-09 11:47:53,after first bank if you coming from life camp inside the bgt filling station former nnpc st avenue gwarinpa,0,First Bank,0.16666666666666666,0.125,Positive
330,2022-11-09 11:47:06,first bank samson sylvester,0,First Bank,0.3333333333333333,0.25,Positive
331,2022-11-09 11:46:49,buhari congratulates first bank on  years of crossborder banking in uk,0,First Bank,0.3333333333333333,0.25,Positive
332,2022-11-09 11:46:43,first bank  remmy samuel,0,First Bank,0.3333333333333333,0.25,Positive
333,2022-11-09 11:46:40,first bank adedeji oluwatobiloba ebenezer olorun jor saanu mi allow me chop giveaway too,0,First Bank,0.3333333333333333,0.25,Positive
335,2022-11-09 11:45:46,my president i need help dont let me die of hunger   first bank hammed omogbolahan badmus,0,First Bank,0.3333333333333333,0.25,Positive
337,2022-11-09 11:45:36,first bank  thank you,0,First Bank,0.3333333333333333,0.25,Positive
338,2022-11-09 11:45:34,first bank akowonjo branch is the most useless branch in service deliverycustomers has to wait for hours before service can be deliverthere is no efficiencyeither u want to deposit money or withdrawonly one person doing the job of  people very bad,0,First Bank,0.475,-0.16499999999999995,Negative
340,2022-11-09 11:45:22,sportingking sportingking  first bank,0,First Bank,0.3333333333333333,0.25,Positive
341,2022-11-09 11:45:06,first bank i have been on this since last month u didnot notice me talkless of being credited i pray make it be my luck today,2,First Bank,0.19999999999999998,0.125,Positive
342,2022-11-09 11:45:02,please notice me  first bank,1,First Bank,0.3333333333333333,0.25,Positive
343,2022-11-09 11:44:59,first bank,0,First Bank,0.3333333333333333,0.25,Positive
